"","Sector","URN","Places","Local.authority","Organisation","Registration.date","Overall.experiences.and.progress.of.children.and.young.people","Latest.full.inspection.date","Homes","Join","Leave","keep","Organisation_fame_search","X.x","Company.name","foreign_any","left","invest_any","X.y","No.of.companies.in.corporate.group","X.x.x","Profit.margin.Last.avail..yr","Berry.ratio.Last.avail..yr","EBITDA.margin.Last.avail..yr","Salaries..Turnover.Last.avail..yr","X.y.y","LA.Number.x","LA_Code.x","year.x","category.x","subcategory.x","variable.x","number","percent.x","year.y","children_in_care","X.x.x.x","LA.Number.y","LA_Code.y","year.x.x","category.y","subcategory.y","variable.y","outsideno","outside","X.y.y.y","LA.Number","LA_Code","year.y.y","category","subcategory","variable","others_inside","percent.y","IMD.2019...Extent","Average_house_price","net_gain","high_net_gain","high_need_areas","low_cost_areas","joined","age","month","year","age_months","age_years","rating_numeric"
"4072","Local Authority","2699377",6,"REDCAR AND CLEVELAND",NA,NA,NA,NA,NA,"2023-01-29",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105867,"807","E06000003",2023,"net gain","net gain","Net gain of children by responsible LA","-57",NA,2023,"399",135462,"807","E06000003",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","151","38",105865,"807","E06000003",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","94",NA,0.363,159198,-57,0,0,0,1,NA,NA,NA,NA,NA,NA
"4073","Private","2699473",3,"WOLVERHAMPTON",NA,NA,NA,NA,NA,"2023-01-03",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105756,"336","E08000031",2023,"net gain","net gain","Net gain of children by responsible LA","69",NA,2023,"501",140223,"336","E08000031",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","262","52",105754,"336","E08000031",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","331",NA,0.4828,205083,69,0,1,0,1,NA,NA,NA,NA,NA,NA
"4074","Private","2699772",2,"ST HELENS",NA,NA,NA,NA,NA,"2023-03-07",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105765,"342","E08000013",2023,"net gain","net gain","Net gain of children by responsible LA","-27",NA,2023,"469",137394,"342","E08000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","215","46",105763,"342","E08000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","188",NA,0.4011,179079,-27,0,0,0,1,NA,NA,NA,NA,NA,NA
"4075","Private","2699790",2,"BLACKPOOL",NA,NA,NA,NA,NA,"2022-11-03",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106035,"890","E06000009",2023,"net gain","net gain","Net gain of children by responsible LA","-146",NA,2023,"539",136359,"890","E06000009",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","272","50",106033,"890","E06000009",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","126",NA,0.5766,136293,-146,0,0,1,1,NA,NA,NA,NA,NA,NA
"4076","Private","2699847",2,"LANCASHIRE",NA,NA,NA,NA,NA,"2022-10-13",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4077","Private","2699924",2,"STAFFORDSHIRE",NA,NA,NA,NA,NA,"2022-11-24",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,NA,NA,NA,NA,NA,NA
"4078","Private","2700000",3,"STAFFORDSHIRE",NA,NA,NA,NA,NA,"2023-03-07",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,NA,NA,NA,NA,NA,NA
"4079","Private","2700344",5,"REDBRIDGE",NA,NA,NA,NA,NA,"2022-10-31",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105726,"317","E09000026",2023,"net gain","net gain","Net gain of children by responsible LA","289",NA,2023,"315",145812,"317","E09000026",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","160","51",105724,"317","E09000026",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","449",NA,0.0405,473986,289,1,1,0,1,NA,NA,NA,NA,NA,NA
"4080","Private","2700358",2,"BRADFORD",NA,NA,NA,NA,NA,"2022-10-03",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105816,"380","E08000032",2023,"net gain","net gain","Net gain of children by responsible LA","-292",NA,2023,"1588",138360,"380","E08000032",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","557","35",105814,"380","E08000032",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","265",NA,0.4981,178025,-292,0,0,0,1,NA,NA,NA,NA,NA,NA
"4081","Private","2700720",3,"NOTTINGHAMSHIRE",NA,NA,NA,NA,NA,"2022-11-03",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106038,"891","E10000024",2023,"net gain","net gain","Net gain of children by responsible LA","245",NA,2023,"961",139464,"891","E10000024",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","435","45",106036,"891","E10000024",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","680",NA,0.153,233282,245,0,0,0,1,NA,NA,NA,NA,NA,NA
"4082","Private","2701100",2,"SUFFOLK",NA,NA,NA,NA,NA,"2022-10-11",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106089,"935","E10000029",2023,"net gain","net gain","Net gain of children by responsible LA","48",NA,2023,"983",141189,"935","E10000029",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","216","22",106087,"935","E10000029",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","264",NA,0.1107,290085,48,0,0,0,1,NA,NA,NA,NA,NA,NA
"4083","Local Authority","2701362",2,"WAKEFIELD",NA,NA,NA,NA,NA,"2022-12-21",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105828,"384","E08000036",2023,"net gain","net gain","Net gain of children by responsible LA","-7",NA,2023,"635",138636,"384","E08000036",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","286","45",105826,"384","E08000036",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","279",NA,0.3248,198578,-7,0,0,0,1,NA,NA,NA,NA,NA,NA
"4084","Private","2701401",3,"SOUTH GLOUCESTERSHIRE",NA,NA,NA,NA,NA,"2023-02-23",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105858,"803","E06000025",2023,"net gain","net gain","Net gain of children by responsible LA","67",NA,2023,"256",142776,"803","E06000025",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","120","47",105856,"803","E06000025",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","187",NA,0.0126,338175,67,0,0,0,1,NA,NA,NA,NA,NA,NA
"4085","Private","2701412",2,"LANCASHIRE",NA,NA,NA,NA,NA,"2023-03-20",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4086","Private","2701539",4,"REDBRIDGE",NA,NA,NA,NA,NA,"2022-12-19",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105726,"317","E09000026",2023,"net gain","net gain","Net gain of children by responsible LA","289",NA,2023,"315",145812,"317","E09000026",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","160","51",105724,"317","E09000026",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","449",NA,0.0405,473986,289,1,1,0,1,NA,NA,NA,NA,NA,NA
"4087","Private","2701927",5,"HERTFORDSHIRE",NA,NA,NA,NA,NA,"2023-01-23",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106065,"919","E10000015",2023,"net gain","net gain","Net gain of children by responsible LA","-79",NA,2023,"965",141051,"919","E10000015",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","384","40",106063,"919","E10000015",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","305",NA,0.0238,439947,-79,0,0,0,1,NA,NA,NA,NA,NA,NA
"4088","Local Authority","2702037",4,"DONCASTER",NA,NA,NA,NA,NA,"2022-09-01",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105807,"371","E08000017",2023,"net gain","net gain","Net gain of children by responsible LA","41",NA,2023,"542",138153,"371","E08000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","203","37",105805,"371","E08000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","244",NA,0.3984,166946,41,0,0,0,1,NA,NA,NA,NA,NA,NA
"4089","Private","2702084",1,"LANCASHIRE",NA,NA,NA,NA,NA,"2022-11-10",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4090","Private","2702129",4,"BIRMINGHAM",NA,NA,NA,NA,NA,"2023-01-16",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105738,"330","E08000025",2023,"net gain","net gain","Net gain of children by responsible LA","178",NA,2023,"2201",139809,"330","E08000025",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","888","40",105736,"330","E08000025",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1066",NA,0.5792,229962,178,0,0,0,1,NA,NA,NA,NA,NA,NA
"4091","Local Authority","2702150",2,"WAKEFIELD",NA,NA,NA,NA,NA,"2022-12-21",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105828,"384","E08000036",2023,"net gain","net gain","Net gain of children by responsible LA","-7",NA,2023,"635",138636,"384","E08000036",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","286","45",105826,"384","E08000036",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","279",NA,0.3248,198578,-7,0,0,0,1,NA,NA,NA,NA,NA,NA
"4092","Private","2702515",4,"LINCOLNSHIRE",NA,NA,NA,NA,NA,"2022-11-24",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106071,"925","E10000019",2023,"net gain","net gain","Net gain of children by responsible LA","425",NA,2023,"728",139326,"925","E10000019",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","159","22",106069,"925","E10000019",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","584",NA,0.1463,227445,425,1,0,0,1,NA,NA,NA,NA,NA,NA
"4093","Private","2702562",3,"WIRRAL",NA,NA,NA,NA,NA,"2022-12-22",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105771,"344","E08000015",2023,"net gain","net gain","Net gain of children by responsible LA","58",NA,2023,"772",137532,"344","E08000015",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","161","21",105769,"344","E08000015",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","219",NA,0.3526,208505,58,0,0,0,1,NA,NA,NA,NA,NA,NA
"4094","Local Authority","2702602",6,"LANCASHIRE",NA,NA,NA,NA,NA,"2022-10-17",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4095","Private","2703431",2,"LANCASHIRE",NA,NA,NA,NA,NA,"2022-10-21",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106029,"888","E10000017",2023,"net gain","net gain","Net gain of children by responsible LA","815",NA,2023,"1875",137670,"888","E10000017",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","349","19",106027,"888","E10000017",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","1164",NA,0.2447,188185,815,0,0,0,1,NA,NA,NA,NA,NA,NA
"4096","Private","2703604",6,"WARWICKSHIRE",NA,NA,NA,NA,NA,"2023-02-23",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106095,"937","E10000031",2023,"net gain","net gain","Net gain of children by responsible LA","-22",NA,2023,"778",140361,"937","E10000031",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","369","47",106093,"937","E10000031",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","347",NA,0.0664,300660,-22,0,0,0,1,NA,NA,NA,NA,NA,NA
"4097","Private","2703722",3,"STAFFORDSHIRE",NA,NA,NA,NA,NA,"2023-01-05",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105957,"860","E10000028",2023,"net gain","net gain","Net gain of children by responsible LA","489",NA,2023,"1384",140292,"860","E10000028",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","508","37",105955,"860","E10000028",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","997",NA,0.0907,243112,489,0,0,0,1,NA,NA,NA,NA,NA,NA
"4098","Private","2704185",3,"NOTTINGHAMSHIRE",NA,NA,NA,NA,NA,"2023-01-18",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106038,"891","E10000024",2023,"net gain","net gain","Net gain of children by responsible LA","245",NA,2023,"961",139464,"891","E10000024",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","435","45",106036,"891","E10000024",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","680",NA,0.153,233282,245,0,0,0,1,NA,NA,NA,NA,NA,NA
"4099","Private","2704264",10,"LUTON",NA,NA,NA,NA,NA,"2023-01-31",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105891,"821","E06000032",2023,"net gain","net gain","Net gain of children by responsible LA","-14",NA,2023,"420",140568,"821","E06000032",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","214","51",105889,"821","E06000032",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","200",NA,0.271,271341,-14,0,1,0,1,NA,NA,NA,NA,NA,NA
"4100","Private","2704313",3,"ST HELENS",NA,NA,NA,NA,NA,"2023-02-15",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105765,"342","E08000013",2023,"net gain","net gain","Net gain of children by responsible LA","-27",NA,2023,"469",137394,"342","E08000013",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","215","46",105763,"342","E08000013",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","188",NA,0.4011,179079,-27,0,0,0,1,NA,NA,NA,NA,NA,NA
"4101","Private","2704477",3,"HARROW",NA,NA,NA,NA,NA,"2023-03-01",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105705,"310","E09000015",2023,"net gain","net gain","Net gain of children by responsible LA","60",NA,2023,"179",145398,"310","E09000015",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","102","57",105703,"310","E09000015",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","162",NA,0.0268,515595,60,0,1,0,1,NA,NA,NA,NA,NA,NA
"4102","Local Authority","2704517",3,"CALDERDALE",NA,NA,NA,NA,NA,"2023-03-01",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,105819,"381","E08000033",2023,"net gain","net gain","Net gain of children by responsible LA","53",NA,2023,"356",138429,"381","E08000033",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","134","38",105817,"381","E08000033",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","187",NA,0.2929,191965,53,0,0,0,1,NA,NA,NA,NA,NA,NA
"4103","Private","2705299",2,"THURROCK",NA,NA,NA,NA,NA,"2022-11-08",NA,1,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,106014,"883","E06000034",2023,"net gain","net gain","Net gain of children by responsible LA","-57",NA,2023,"292",140706,"883","E06000034",2023,"child characteristic at 31st March","Locality of placement","Placed outside the local authority boundary","186","64",106012,"883","E06000034",2023,"net gain","net gain","1. Children who are the responsibility of other LAs placed within this LA boundary","129",NA,0.1214,315762,-57,0,1,0,1,NA,NA,NA,NA,NA,NA
